Distance,TransportationMode,WeatherConditions,TrafficConditions,FuelPrices,DeliveryTime,TransportationCompany,TransportationCost
355,Air,Sunny,Medium,3.69892886,14,Company B,1775
147,Air,Rainy,High,3.065694265,5,Company C,735
387,Air,Sunny,Medium,2.942643588,10,Company A,1935
335,Air,Sunny,High,3.962195249,11,Company B,1675
384,Air,Rainy,Medium,3.480756594,10,Company A,1920
396,Air,Snowy,High,2.236012053,8,Company A,1980
484,Air,Sunny,Low,3.513078334,16,Company B,2420
496,Ship,Rainy,Low,2.190497868,9,Company A,744
357,Truck,Sunny,Low,2.054941125,20,Company C,714
298,Truck,Rainy,Low,2.807251791,12,Company C,596
215,Ship,Snowy,High,3.987156346,6,Company C,322.5
384,Ship,Snowy,Low,2.349767872,3,Company C,576
79,Ship,Rainy,Medium,3.345288687,11,Company A,118.5
296,Ship,Rainy,Low,2.346792132,17,Company C,444
155,Air,Rainy,Low,3.44957395,24,Company B,775
100,Truck,Snowy,Low,3.010707336,14,Company C,200
130,Air,Sunny,High,3.35994342,9,Company B,650
182,Truck,Snowy,Low,2.405746352,10,Company B,364
334,Truck,Rainy,Medium,3.491256665,12,Company C,668
437,Ship,Rainy,Low,3.991238119,12,Company C,655.5
187,Air,Snowy,Low,3.331301001,24,Company A,935
233,Ship,Rainy,Low,2.986959996,17,Company B,349.5
450,Air,Snowy,Medium,3.846347977,11,Company C,2250
379,Truck,Rainy,Low,2.031703684,13,Company A,758
322,Ship,Sunny,Medium,3.459847039,7,Company C,483
389,Ship,Sunny,Medium,3.777493034,13,Company C,583.5
118,Truck,Rainy,Low,2.123349167,11,Company C,236
83,Truck,Snowy,Medium,2.900128341,19,Company B,166
311,Truck,Sunny,High,2.409438908,19,Company C,622
102,Ship,Snowy,Low,3.133036331,5,Company A,153
499,Air,Rainy,Low,3.299085917,10,Company C,2495
254,Ship,Snowy,Medium,2.605246366,8,Company C,381
175,Air,Sunny,Medium,2.919963339,19,Company A,875
284,Ship,Snowy,Low,2.558678971,9,Company A,426
92,Ship,Snowy,High,2.738782329,12,Company B,138
289,Truck,Rainy,Medium,2.319079913,8,Company B,578
420,Air,Rainy,Medium,3.771118887,10,Company B,2100
160,Ship,Rainy,High,2.020020821,9,Company B,240
298,Ship,Sunny,High,3.764818373,4,Company A,447
200,Truck,Sunny,Low,3.143357757,18,Company C,400
232,Truck,Rainy,High,2.663315688,3,Company C,464
385,Air,Rainy,Low,3.446114251,16,Company C,1925
144,Ship,Sunny,High,3.015504304,15,Company B,216
423,Air,Sunny,Medium,2.998217316,19,Company A,2115
449,Ship,Sunny,Low,2.220284566,17,Company A,673.5
57,Air,Sunny,Low,2.779032052,21,Company A,285
437,Truck,Rainy,Low,2.482128692,23,Company C,874
409,Ship,Sunny,High,2.031391811,5,Company B,613.5
437,Air,Rainy,Medium,2.720199262,21,Company A,2185
233,Truck,Snowy,Low,2.179644259,7,Company B,466
330,Truck,Snowy,Low,2.513660075,7,Company A,660
244,Air,Sunny,Low,2.185033242,12,Company B,1220
401,Ship,Snowy,Low,2.201883251,18,Company A,601.5
244,Ship,Snowy,Medium,2.398022589,4,Company B,366
204,Truck,Snowy,High,3.999698489,14,Company A,408
142,Ship,Sunny,Medium,2.004368286,23,Company A,213
209,Ship,Sunny,Low,3.277345272,4,Company B,313.5
483,Ship,Snowy,Medium,2.282487396,17,Company B,724.5
110,Truck,Rainy,Low,3.841256273,16,Company C,220
171,Air,Snowy,High,2.187265787,12,Company B,855
100,Ship,Sunny,High,3.910126374,19,Company A,150
452,Truck,Sunny,High,3.221852775,16,Company A,904
326,Truck,Sunny,Low,2.002536154,6,Company B,652
54,Air,Snowy,Medium,3.788014396,17,Company C,270
141,Ship,Rainy,High,3.043423603,17,Company B,211.5
219,Ship,Sunny,Low,2.525339471,18,Company A,328.5
366,Air,Sunny,Low,3.534558355,10,Company A,1830
71,Air,Snowy,Medium,3.853331108,24,Company C,355
454,Truck,Rainy,High,2.967381646,4,Company B,908
375,Truck,Snowy,Low,2.631106949,21,Company A,750
50,Air,Sunny,Medium,3.577890248,14,Company A,250
182,Ship,Rainy,High,3.363570996,23,Company A,273
282,Truck,Rainy,Medium,3.777504968,4,Company B,564
61,Truck,Sunny,Medium,3.385028026,8,Company B,122
395,Ship,Rainy,Low,2.487056678,7,Company C,592.5
95,Truck,Rainy,Low,3.8633185,10,Company A,190
83,Ship,Snowy,Low,2.209671494,13,Company A,124.5
482,Ship,Sunny,Medium,2.5358855,16,Company C,723
127,Ship,Sunny,Low,3.040389215,22,Company A,190.5
267,Air,Sunny,Medium,3.131484052,21,Company C,1335
350,Air,Sunny,Medium,2.030621173,4,Company C,1750
460,Air,Sunny,Low,3.561145452,11,Company A,2300
122,Ship,Rainy,High,2.723214637,2,Company B,183
331,Ship,Snowy,High,2.812837082,20,Company B,496.5
298,Air,Sunny,High,3.618739089,20,Company B,1490
96,Truck,Snowy,Medium,2.758566783,24,Company B,192
170,Ship,Snowy,Medium,2.094449753,24,Company A,255
263,Truck,Rainy,Medium,2.352879541,14,Company C,526
288,Truck,Sunny,Low,3.911806345,13,Company C,576
105,Ship,Rainy,Medium,2.140810725,2,Company A,157.5
399,Ship,Sunny,Low,2.709862402,20,Company B,598.5
156,Truck,Rainy,Low,3.006358334,17,Company C,312
368,Truck,Snowy,High,2.986561655,24,Company A,736
97,Air,Sunny,High,2.007919886,24,Company A,485
110,Air,Snowy,High,3.002325463,16,Company B,550
386,Ship,Snowy,Low,2.767544916,17,Company A,579
75,Air,Rainy,Low,3.944158671,12,Company C,375
341,Air,Sunny,Low,2.318318168,7,Company C,1705
306,Air,Snowy,Medium,2.708308394,12,Company A,1530
57,Air,Rainy,Low,2.83896297,4,Company C,285
162,Truck,Sunny,High,2.781387074,16,Company A,324
404,Ship,Sunny,High,3.331661655,2,Company C,606
302,Air,Snowy,Low,2.431025715,8,Company B,1510
229,Truck,Sunny,Low,2.442143106,2,Company C,458
256,Truck,Snowy,High,3.458421897,18,Company B,512
352,Truck,Sunny,Low,3.000581037,10,Company B,704
176,Air,Rainy,High,2.830311352,24,Company A,880
105,Air,Snowy,Medium,2.338406103,14,Company B,525
263,Ship,Snowy,High,2.375054446,12,Company C,394.5
63,Air,Sunny,Medium,2.021103274,21,Company C,315
77,Air,Sunny,Low,2.182852538,7,Company B,385
127,Truck,Snowy,Low,3.113677389,2,Company A,254
265,Ship,Sunny,Medium,3.78374626,8,Company B,397.5
435,Air,Rainy,Low,2.57432953,13,Company C,2175
414,Air,Sunny,Medium,2.655494452,23,Company C,2070
203,Truck,Rainy,Low,2.231211221,21,Company B,406
63,Truck,Rainy,High,2.777261891,24,Company B,126
236,Air,Rainy,Low,2.074443409,20,Company B,1180
361,Ship,Rainy,High,3.835201393,18,Company C,541.5
420,Ship,Rainy,High,3.346222696,5,Company C,630
56,Truck,Sunny,Medium,3.981497619,4,Company C,112
52,Truck,Rainy,Low,3.765646325,2,Company A,104
160,Air,Sunny,Medium,2.945981187,19,Company C,800
456,Truck,Rainy,Low,3.039370062,22,Company C,912
287,Air,Snowy,High,2.381152093,16,Company A,1435
412,Ship,Rainy,High,2.924078686,9,Company A,618
288,Ship,Snowy,Low,3.806055747,2,Company A,432
323,Air,Rainy,Low,2.101706847,21,Company A,1615
343,Truck,Rainy,Medium,3.727113606,15,Company A,686
276,Ship,Rainy,Low,2.681895603,5,Company A,414
420,Truck,Snowy,Low,3.79902553,6,Company B,840
64,Ship,Snowy,Low,3.881759813,24,Company B,96
241,Air,Rainy,Medium,3.341729774,14,Company B,1205
168,Air,Sunny,Low,3.328847573,16,Company B,840
77,Air,Rainy,High,2.905508675,7,Company C,385
251,Ship,Snowy,Medium,3.671080449,2,Company A,376.5
88,Truck,Rainy,Medium,3.923225517,24,Company C,176
490,Truck,Snowy,High,3.550163601,20,Company A,980
322,Truck,Snowy,High,3.243873468,14,Company A,644
280,Ship,Snowy,High,3.213585792,7,Company C,420
135,Ship,Rainy,Low,3.698939803,16,Company B,202.5
175,Ship,Snowy,High,3.082407532,17,Company C,262.5
349,Ship,Snowy,Low,3.607719772,24,Company C,523.5
74,Ship,Rainy,Medium,3.01777051,17,Company A,111
194,Truck,Snowy,Medium,2.12488855,11,Company A,388
62,Ship,Rainy,High,2.767894018,23,Company A,93
261,Ship,Snowy,Low,2.888881915,10,Company B,391.5
74,Truck,Sunny,High,2.28323449,10,Company C,148
117,Ship,Sunny,High,2.204992658,18,Company C,175.5
443,Truck,Snowy,Low,3.070929899,18,Company B,886
116,Truck,Sunny,High,2.170287273,18,Company C,232
282,Air,Rainy,Medium,2.605890336,13,Company C,1410
158,Air,Sunny,High,3.489193952,14,Company A,790
195,Air,Snowy,Low,3.928864359,13,Company B,975
160,Air,Snowy,Low,3.435741161,15,Company A,800
277,Ship,Rainy,Medium,3.985251097,11,Company B,415.5
160,Air,Snowy,Low,3.396675943,24,Company A,800
83,Truck,Rainy,Low,2.587588941,20,Company C,166
160,Ship,Sunny,Medium,3.344105081,3,Company B,240
313,Air,Sunny,High,3.40431353,5,Company B,1565
473,Truck,Rainy,Medium,2.743453969,20,Company A,946
418,Ship,Rainy,High,2.035427701,8,Company B,627
285,Ship,Snowy,Medium,3.40639957,16,Company C,427.5
132,Air,Sunny,High,2.043400191,16,Company C,660
91,Ship,Rainy,Medium,3.262376156,7,Company C,136.5
474,Truck,Sunny,High,2.327232977,4,Company A,948
150,Ship,Rainy,Medium,3.131207055,7,Company B,225
55,Truck,Sunny,High,3.007826051,17,Company A,110
229,Ship,Snowy,Medium,2.027027285,3,Company C,343.5
331,Air,Sunny,Low,2.725731634,8,Company B,1655
369,Truck,Sunny,High,3.202182335,12,Company C,738
275,Ship,Sunny,Medium,3.697213104,8,Company B,412.5
492,Ship,Sunny,High,3.777284228,5,Company B,738
489,Ship,Sunny,High,2.96769994,21,Company A,733.5
364,Truck,Snowy,Medium,3.456844975,8,Company B,728
414,Truck,Rainy,High,2.632909153,5,Company C,828
278,Truck,Sunny,Medium,2.684372812,13,Company B,556
426,Air,Snowy,Low,2.388927038,6,Company C,2130
338,Air,Sunny,High,3.12389622,24,Company A,1690
486,Truck,Sunny,Low,2.629128302,20,Company C,972
199,Ship,Rainy,High,2.168741793,6,Company B,298.5
326,Air,Sunny,High,3.370012173,20,Company C,1630
247,Truck,Snowy,High,3.415506415,22,Company C,494
119,Ship,Snowy,Medium,2.719984838,4,Company B,178.5
161,Air,Rainy,Low,2.153446799,12,Company C,805
53,Ship,Sunny,High,2.852595435,8,Company B,79.5
399,Ship,Snowy,Medium,2.884670916,18,Company A,598.5
380,Ship,Sunny,High,3.33734177,10,Company C,570
495,Ship,Sunny,Medium,2.630832783,22,Company A,742.5
367,Air,Sunny,High,3.36519856,10,Company C,1835
399,Air,Rainy,Low,3.742977084,11,Company C,1995
144,Air,Sunny,Low,2.474972085,14,Company A,720
201,Truck,Snowy,High,3.957839112,16,Company C,402
360,Air,Sunny,Medium,2.772736274,23,Company C,1800
186,Ship,Snowy,High,2.53451737,6,Company A,279
296,Air,Sunny,Medium,2.843022365,4,Company C,1480
436,Ship,Snowy,High,2.188794952,9,Company B,654
292,Truck,Snowy,Medium,2.251411813,21,Company C,584
80,Ship,Sunny,Low,2.828868094,11,Company C,120
89,Ship,Sunny,High,3.524889044,14,Company C,133.5
278,Ship,Snowy,Low,3.800624479,4,Company A,417
85,Truck,Rainy,Low,3.329635981,23,Company B,170
457,Air,Sunny,High,2.21043911,9,Company B,2285
272,Air,Rainy,High,3.344039524,10,Company C,1360
55,Truck,Sunny,Medium,3.270855841,23,Company A,110
371,Ship,Sunny,Medium,3.611527837,22,Company A,556.5
269,Air,Sunny,Low,3.650497333,13,Company B,1345
124,Truck,Sunny,Medium,3.736406152,12,Company A,248
53,Air,Rainy,Medium,2.828263029,3,Company C,265
384,Truck,Sunny,High,3.395728791,19,Company C,768
183,Ship,Snowy,Medium,2.536500718,10,Company A,274.5
167,Air,Snowy,Low,3.99867256,3,Company C,835
418,Truck,Rainy,Medium,2.350668483,3,Company B,836
143,Air,Sunny,Low,2.020228863,4,Company C,715
484,Air,Snowy,High,2.297617429,17,Company A,2420
111,Air,Rainy,Low,3.551744579,20,Company B,555
490,Air,Sunny,Medium,2.893567353,5,Company C,2450
243,Truck,Snowy,High,2.895000496,24,Company B,486
384,Ship,Snowy,Medium,3.910045839,19,Company A,576
252,Truck,Rainy,High,3.839269816,21,Company C,504
441,Truck,Sunny,High,2.622389476,19,Company C,882
75,Truck,Sunny,Medium,2.418116258,11,Company B,150
484,Ship,Snowy,Medium,3.69696442,12,Company C,726
222,Air,Snowy,High,3.812038142,18,Company C,1110
349,Air,Snowy,High,3.083193846,24,Company C,1745
182,Air,Sunny,Medium,3.258847422,21,Company C,910
375,Ship,Rainy,Low,2.513828569,17,Company A,562.5
459,Air,Rainy,Medium,3.601605376,21,Company C,2295
167,Ship,Sunny,High,3.264244857,14,Company B,250.5
373,Air,Rainy,Medium,3.007027023,3,Company A,1865
324,Air,Snowy,Low,2.120217112,3,Company B,1620
261,Truck,Rainy,Medium,3.831869925,15,Company B,522
274,Ship,Rainy,High,3.230902841,5,Company B,411
69,Truck,Rainy,Medium,2.385382189,18,Company A,138
162,Truck,Snowy,High,3.212772234,14,Company A,324
189,Truck,Sunny,High,3.354926708,5,Company A,378
96,Ship,Snowy,Medium,3.051540673,4,Company C,144
50,Ship,Sunny,High,3.436203476,13,Company B,75
139,Air,Sunny,High,3.162907896,23,Company A,695
191,Truck,Sunny,Low,3.895539164,24,Company B,382
369,Air,Rainy,Low,2.107394157,9,Company A,1845
87,Truck,Rainy,Low,2.212491417,3,Company A,174
342,Ship,Sunny,Low,2.347343274,7,Company A,513
431,Ship,Sunny,High,3.380342141,23,Company B,646.5
188,Ship,Rainy,Medium,3.291191745,11,Company C,282
405,Truck,Snowy,High,3.78411772,13,Company A,810
382,Ship,Sunny,High,3.465754906,22,Company A,573
308,Truck,Snowy,High,3.016710975,11,Company A,616
210,Air,Rainy,Medium,3.983663585,11,Company C,1050
439,Truck,Sunny,Low,2.532215912,24,Company B,878
227,Air,Snowy,High,3.66638332,4,Company B,1135
59,Truck,Snowy,High,2.853580744,21,Company B,118
310,Air,Snowy,Low,3.297470278,11,Company B,1550
456,Ship,Rainy,High,3.454536941,10,Company A,684
187,Air,Rainy,Medium,3.267508174,21,Company C,935
221,Ship,Snowy,High,2.281014606,20,Company A,331.5
435,Ship,Snowy,High,2.885902021,15,Company C,652.5
62,Air,Rainy,Low,3.122876756,3,Company B,310
217,Truck,Snowy,High,3.698087518,6,Company C,434
179,Truck,Snowy,High,2.887291498,21,Company A,358
133,Truck,Rainy,Medium,3.83749461,9,Company A,266
370,Truck,Snowy,Low,2.880748446,8,Company B,740
368,Truck,Snowy,Low,3.097559719,7,Company A,736
150,Ship,Snowy,Medium,3.592571366,12,Company A,225
378,Truck,Rainy,High,3.166135369,13,Company C,756
322,Ship,Snowy,Low,3.920436145,19,Company A,483
314,Ship,Rainy,Low,3.320671661,20,Company B,471
448,Ship,Rainy,High,3.045418908,11,Company B,672
457,Air,Sunny,High,2.047183936,22,Company A,2285
87,Air,Sunny,Low,2.827465795,15,Company B,435
468,Ship,Snowy,High,2.598496839,4,Company C,702
143,Air,Rainy,Low,3.496211336,19,Company C,715
144,Truck,Sunny,High,2.41655535,16,Company A,288
354,Truck,Snowy,High,2.410440175,7,Company A,708
118,Ship,Sunny,Medium,2.379038086,11,Company C,177
367,Truck,Sunny,High,2.251231226,13,Company B,734
493,Ship,Rainy,Medium,2.622014007,8,Company A,739.5
285,Ship,Rainy,High,3.771844229,18,Company A,427.5
483,Truck,Sunny,Low,3.549856945,2,Company B,966
383,Air,Sunny,Low,3.470502433,19,Company A,1915
422,Truck,Rainy,High,3.594673611,16,Company B,844
425,Truck,Snowy,High,2.538835779,20,Company B,850
186,Ship,Rainy,Low,3.774883382,2,Company B,279
467,Ship,Sunny,High,2.27460675,6,Company B,700.5
125,Ship,Snowy,Medium,2.672691453,16,Company B,187.5
84,Ship,Sunny,Medium,3.173496238,4,Company C,126
50,Air,Snowy,Medium,2.205810177,2,Company B,250
345,Air,Sunny,Medium,3.460260376,9,Company C,1725
369,Air,Snowy,Medium,2.774492096,13,Company B,1845
455,Ship,Snowy,High,3.568811331,23,Company A,682.5
109,Ship,Sunny,High,2.985792571,20,Company C,163.5
369,Ship,Snowy,Medium,2.361749049,13,Company A,553.5
398,Air,Rainy,High,3.469523623,14,Company B,1990
377,Ship,Sunny,High,2.504287912,2,Company B,565.5
316,Truck,Rainy,Medium,2.981620603,20,Company A,632
410,Truck,Sunny,High,2.151066538,7,Company B,820
278,Ship,Snowy,High,3.235733309,9,Company A,417
319,Truck,Snowy,High,3.331715532,5,Company B,638
365,Truck,Snowy,Medium,2.75734842,6,Company B,730
335,Air,Sunny,High,3.908845561,23,Company C,1675
340,Ship,Rainy,Low,3.748337843,8,Company A,510
262,Ship,Rainy,Low,3.415881831,24,Company B,393
214,Air,Sunny,Medium,3.427304149,5,Company A,1070
54,Truck,Sunny,Low,2.50480343,21,Company C,108
388,Truck,Rainy,Medium,3.313630462,5,Company A,776
428,Ship,Rainy,Low,2.39641253,16,Company C,642
127,Truck,Rainy,Low,2.288006448,22,Company A,254
459,Air,Rainy,Low,3.998935788,6,Company A,2295
111,Air,Sunny,Medium,3.244751863,10,Company C,555
181,Ship,Sunny,Medium,2.861975745,3,Company B,271.5
138,Air,Snowy,High,2.576329046,8,Company B,690
286,Air,Rainy,Medium,3.207840887,18,Company B,1430
91,Ship,Snowy,Low,2.099187016,17,Company A,136.5
138,Air,Sunny,Low,2.189361981,18,Company A,690
451,Air,Sunny,Medium,2.065713395,21,Company B,2255
345,Air,Snowy,Medium,2.998339667,24,Company A,1725
377,Truck,Rainy,Medium,3.201213258,3,Company A,754
344,Ship,Rainy,High,2.124959523,12,Company B,516
153,Ship,Rainy,Low,3.442448935,3,Company C,229.5
63,Ship,Rainy,High,2.460790143,2,Company A,94.5
337,Truck,Snowy,High,3.370402908,3,Company A,674
228,Truck,Snowy,Low,3.96379428,24,Company A,456
174,Ship,Sunny,Low,3.38221174,10,Company A,261
471,Truck,Rainy,Medium,3.766386106,23,Company C,942
402,Ship,Rainy,Medium,3.896397013,3,Company B,603
72,Truck,Rainy,High,2.973502097,16,Company A,144
112,Air,Snowy,Medium,3.404649959,11,Company B,560
192,Air,Rainy,Medium,3.703938507,16,Company A,960
202,Ship,Snowy,Low,2.713217826,11,Company C,303
194,Truck,Rainy,Low,2.522794633,24,Company B,388
274,Truck,Rainy,Medium,3.893197146,18,Company C,548
499,Air,Sunny,Low,3.452607001,10,Company A,2495
358,Air,Rainy,Medium,2.439364267,19,Company C,1790
153,Truck,Rainy,Low,2.898166785,5,Company C,306
153,Truck,Sunny,Low,3.592903539,10,Company A,306
484,Truck,Snowy,Low,3.094125982,17,Company A,968
88,Truck,Snowy,Low,3.299904196,5,Company B,176
484,Truck,Rainy,Medium,3.507536404,17,Company A,968
247,Truck,Snowy,High,3.244018378,20,Company B,494
183,Ship,Rainy,Low,3.080158644,2,Company C,274.5
116,Truck,Sunny,Medium,3.499228569,24,Company C,232
440,Air,Sunny,Medium,3.455126071,7,Company B,2200
228,Ship,Rainy,Low,3.2597448,11,Company A,342
91,Truck,Sunny,High,2.719578827,17,Company A,182
497,Air,Sunny,Low,2.811624184,5,Company C,2485
64,Ship,Rainy,Medium,3.940877098,23,Company B,96
160,Air,Rainy,High,2.224771865,23,Company C,800
206,Truck,Sunny,Medium,2.537009835,14,Company C,412
338,Truck,Snowy,Low,2.984803518,17,Company A,676
280,Truck,Snowy,High,3.673459372,21,Company B,560
460,Truck,Rainy,Medium,2.327351327,7,Company C,920
469,Ship,Rainy,Medium,2.553909236,12,Company A,703.5
206,Ship,Snowy,Medium,2.131596436,4,Company C,309
87,Air,Sunny,Low,3.411970532,21,Company C,435
490,Truck,Snowy,High,2.476418871,11,Company A,980
146,Air,Snowy,Low,2.777349501,2,Company A,730
460,Ship,Snowy,Low,2.887402894,21,Company B,690
488,Truck,Snowy,Low,3.782627871,12,Company C,976
338,Truck,Rainy,High,2.822660581,13,Company B,676
303,Ship,Rainy,Low,2.29045004,15,Company A,454.5
245,Ship,Sunny,Low,3.048629877,9,Company A,367.5
135,Ship,Sunny,Low,3.925915989,12,Company C,202.5
371,Ship,Sunny,Low,3.215371282,5,Company B,556.5
59,Ship,Sunny,Medium,3.966774441,8,Company B,88.5
54,Truck,Snowy,Low,3.682214618,11,Company C,108
172,Ship,Rainy,Medium,2.071931512,20,Company C,258
379,Truck,Rainy,Low,3.316799191,5,Company B,758
402,Truck,Sunny,High,2.573533755,3,Company A,804
167,Ship,Sunny,Medium,3.119233711,22,Company A,250.5
343,Ship,Snowy,Medium,2.558690382,19,Company C,514.5
446,Truck,Snowy,Medium,2.697740833,15,Company B,892
208,Ship,Sunny,Medium,3.846337424,17,Company B,312
352,Ship,Rainy,High,2.41328637,23,Company B,528
277,Ship,Rainy,Low,3.748218236,12,Company A,415.5
414,Air,Rainy,Medium,2.060915616,11,Company A,2070
265,Truck,Sunny,High,2.181753077,18,Company B,530
485,Air,Rainy,Medium,3.709350083,15,Company B,2425
233,Ship,Snowy,Low,3.261112062,23,Company C,349.5
64,Air,Snowy,Medium,3.494472276,5,Company C,320
206,Ship,Sunny,High,2.418835342,20,Company B,309
185,Air,Snowy,Low,3.074166911,3,Company B,925
310,Ship,Sunny,High,3.474438447,8,Company A,465
206,Air,Rainy,Low,3.254628274,10,Company B,1030
96,Air,Rainy,Low,2.943397534,20,Company C,480
373,Air,Rainy,Low,3.919567573,17,Company A,1865
381,Truck,Snowy,Medium,3.352314667,23,Company C,762
222,Air,Sunny,High,3.8155016,17,Company C,1110
179,Truck,Rainy,High,3.459541023,19,Company A,358
460,Ship,Sunny,High,3.470927057,24,Company C,690
144,Air,Rainy,Low,2.16003654,22,Company B,720
164,Ship,Snowy,Medium,2.718929244,22,Company C,246
292,Ship,Snowy,Low,3.716738813,12,Company A,438
469,Air,Sunny,High,2.465207724,8,Company A,2345
341,Truck,Snowy,Medium,2.231011732,10,Company A,682
331,Air,Snowy,Medium,2.652212113,5,Company C,1655
348,Ship,Sunny,Medium,2.44087577,14,Company B,522
332,Ship,Rainy,High,3.85057639,5,Company A,498
118,Air,Snowy,Medium,3.735933284,20,Company B,590
197,Truck,Sunny,Medium,2.999366461,3,Company A,394
60,Truck,Snowy,Low,2.122687749,10,Company B,120
303,Ship,Snowy,Low,3.429124692,13,Company B,454.5
379,Ship,Snowy,Medium,3.246823463,3,Company B,568.5
409,Truck,Snowy,Medium,3.941109341,7,Company A,818
87,Air,Sunny,Low,3.117906481,6,Company C,435
183,Ship,Sunny,Low,2.672787447,6,Company C,274.5
249,Truck,Sunny,Low,3.038043387,21,Company C,498
72,Ship,Snowy,High,3.958526583,23,Company B,108
352,Air,Snowy,High,3.392724865,6,Company A,1760
395,Truck,Snowy,Low,3.343952276,5,Company B,790
351,Ship,Sunny,Medium,2.481363179,10,Company A,526.5
412,Air,Snowy,Low,3.487205035,23,Company B,2060
445,Ship,Rainy,High,3.500543659,11,Company A,667.5
267,Air,Snowy,Medium,2.634577968,17,Company A,1335
190,Air,Rainy,High,2.967427665,11,Company A,950
153,Truck,Snowy,Medium,2.589206666,11,Company B,306
495,Air,Sunny,High,2.517410141,20,Company C,2475
259,Ship,Snowy,Medium,2.05179214,11,Company B,388.5
160,Air,Rainy,Medium,2.570423489,7,Company B,800
153,Air,Rainy,Medium,3.1079399,18,Company A,765
365,Truck,Snowy,Medium,2.003202375,6,Company A,730
220,Air,Rainy,High,2.566438168,7,Company C,1100
405,Air,Rainy,High,3.762820665,16,Company C,2025
373,Ship,Sunny,Medium,3.18729717,20,Company A,559.5
182,Truck,Snowy,Medium,3.215725648,19,Company C,364
425,Truck,Snowy,High,2.80672861,5,Company C,850
342,Truck,Snowy,Medium,3.352944287,9,Company A,684
377,Air,Rainy,Medium,2.379865532,17,Company B,1885
176,Truck,Snowy,Medium,3.637493621,20,Company C,352
155,Air,Snowy,Low,2.23337824,21,Company A,775
141,Air,Sunny,Medium,3.312002709,4,Company C,705
336,Ship,Sunny,Low,2.682298652,11,Company C,504
427,Ship,Sunny,Medium,3.495025941,3,Company A,640.5
442,Ship,Rainy,High,3.099529103,5,Company C,663
100,Ship,Snowy,Low,2.904706077,7,Company C,150
78,Ship,Sunny,Low,2.338844804,12,Company C,117
345,Air,Sunny,Medium,3.273642929,15,Company B,1725
346,Air,Sunny,Medium,3.949539687,17,Company B,1730
263,Truck,Snowy,Low,3.65120685,22,Company C,526
316,Air,Snowy,High,2.120016385,20,Company A,1580
456,Air,Snowy,High,2.752458757,3,Company C,2280
306,Ship,Rainy,Medium,3.851166018,18,Company C,459
351,Air,Rainy,High,3.006087495,10,Company B,1755
150,Ship,Sunny,High,3.324223652,18,Company B,225
454,Truck,Snowy,Medium,3.825198691,16,Company B,908
395,Truck,Sunny,High,3.747589381,8,Company C,790
159,Air,Snowy,Medium,3.003640751,23,Company C,795
469,Truck,Snowy,Low,2.875292605,24,Company A,938
231,Air,Snowy,Medium,2.679385237,20,Company C,1155
362,Truck,Rainy,Low,3.438038886,4,Company C,724
50,Ship,Rainy,Low,2.573973599,2,Company B,75
368,Ship,Snowy,High,2.499775213,5,Company B,552
487,Ship,Sunny,High,2.712499789,19,Company B,730.5
104,Ship,Snowy,High,2.354430114,9,Company B,156
420,Air,Snowy,Medium,3.390239632,20,Company B,2100
473,Truck,Sunny,High,3.232481299,24,Company A,946
448,Air,Snowy,Low,2.965757068,24,Company A,2240
198,Ship,Sunny,High,2.780651559,7,Company A,297
480,Air,Rainy,High,3.818125086,2,Company B,2400
358,Truck,Rainy,Medium,2.05824757,9,Company B,716
186,Air,Sunny,Medium,3.538215487,2,Company B,930
251,Truck,Rainy,Low,3.803819143,20,Company A,502
485,Air,Rainy,Medium,2.892709159,12,Company B,2425
362,Truck,Sunny,High,3.101380983,22,Company A,724
166,Truck,Rainy,Medium,3.888927376,16,Company B,332
203,Ship,Snowy,Low,2.424555031,24,Company C,304.5
474,Truck,Snowy,High,3.040269696,12,Company A,948
340,Ship,Sunny,Low,2.949442254,20,Company C,510
112,Ship,Rainy,Medium,2.516785296,22,Company A,168
293,Ship,Snowy,Medium,3.637186461,11,Company B,439.5
74,Air,Snowy,Low,3.79920119,13,Company B,370
139,Air,Rainy,High,3.56386516,2,Company C,695
124,Air,Rainy,Medium,2.390717922,8,Company B,620
343,Air,Snowy,Medium,2.173497271,18,Company A,1715
435,Truck,Snowy,High,3.210888971,11,Company B,870
440,Truck,Sunny,Medium,2.114189521,7,Company B,880
259,Air,Sunny,Low,3.345651777,18,Company A,1295
467,Truck,Snowy,Medium,3.060848441,19,Company C,934
396,Truck,Sunny,Medium,3.325571465,6,Company C,792
66,Ship,Snowy,High,3.180341547,19,Company B,99
177,Ship,Snowy,Low,2.845405139,18,Company A,265.5
476,Ship,Sunny,High,2.40175436,23,Company C,714
492,Ship,Sunny,Medium,2.611404272,17,Company C,738
413,Truck,Rainy,Medium,3.049001148,9,Company B,826
300,Air,Rainy,High,3.303736187,14,Company A,1500
228,Truck,Rainy,High,3.558966034,17,Company C,456
231,Truck,Snowy,High,3.534341437,12,Company B,462
201,Truck,Sunny,Low,3.945377487,7,Company B,402
74,Ship,Snowy,Medium,2.571682897,4,Company B,111
229,Ship,Sunny,High,2.142221416,2,Company B,343.5
247,Ship,Snowy,Medium,2.691313871,19,Company C,370.5
393,Air,Rainy,Low,3.48658895,6,Company A,1965
210,Truck,Rainy,Low,2.876223302,14,Company B,420
226,Air,Rainy,Low,3.635576861,11,Company B,1130
334,Ship,Snowy,Low,3.09865273,6,Company C,501
